subj,trial,rt,object_response,category,imagename,age,block,difficulty
18,1,3.2003,bicycle,bicycle,1111_eid_hum_0_bicycle_40_n03792782_1030.png,13.0,1,0
18,2,0.9337,cat,cat,1111_eid_hum_4_cat_40_n02123045_9341.png,13.0,1,4
18,3,1.7,keyboard,keyboard,1111_eid_hum_0_keyboard_40_n04505470_2570.png,13.0,1,0
18,4,0.934,bicycle,bicycle,1111_eid_hum_8_bicycle_40_n02835271_15038.png,13.0,1,8
18,5,0.7838,bird,bird,1111_eid_hum_4_bird_40_n01537544_2772.png,13.0,1,4
18,6,2.0502,boat,boat,1111_eid_hum_16_boat_40_n03344393_7433.png,13.0,1,16
18,7,4.8331,keyboard,keyboard,1111_eid_hum_16_keyboard_40_n03085013_19436.png,13.0,1,16
18,8,1.4005,truck,truck,1111_eid_hum_8_truck_40_n03417042_12486.png,13.0,1,8
18,9,0.8335,airplane,airplane,1111_eid_hum_16_airplane_40_n02690373_1161.png,13.0,1,16
18,10,0.9169,truck,truck,1111_eid_hum_8_truck_40_n03417042_14000.png,13.0,1,8
18,11,1.117,cat,cat,1111_eid_hum_8_cat_40_n02124075_3533.png,13.0,1,8
18,12,0.917,car,car,1111_eid_hum_0_car_40_n02814533_82925.png,13.0,1,0
18,13,2.6002,bottle,bottle,1111_eid_hum_16_bottle_40_n04560804_9813.png,13.0,1,16
18,14,1.734,boat,airplane,1111_eid_hum_16_airplane_40_n02690373_6853.png,13.0,1,16
18,15,1.1337,truck,truck,1111_eid_hum_8_truck_40_n03417042_10300.png,13.0,1,8
18,16,0.9669,bear,bear,1111_eid_hum_0_bear_40_n02134084_19407.png,13.0,1,0
18,17,3.2502,oven,oven,1111_eid_hum_4_oven_40_n04111531_1054.png,13.0,1,4
18,18,1.0506,airplane,airplane,1111_eid_hum_0_airplane_40_n02690373_6231.png,13.0,1,0
18,19,0.9006,knife,knife,1111_eid_hum_4_knife_40_n03041632_48071.png,13.0,1,4
18,20,1.2003,bicycle,bicycle,1111_eid_hum_4_bicycle_40_n03792782_14216.png,13.0,1,4
18,21,1.5505,boat,boat,1111_eid_hum_4_boat_40_n02951358_31835.png,13.0,2,4
18,22,1.6502,chair,chair,1111_eid_hum_4_chair_40_n04429376_9212.png,13.0,2,4
18,23,1.5502,bottle,bottle,1111_eid_hum_0_bottle_40_n04591713_6238.png,13.0,2,0
18,24,0.7170000000000001,bird,bird,1111_eid_hum_0_bird_40_n01818515_7890.png,13.0,2,0
