subj,trial,rt,object_response,category,imagename,age,block,difficulty
6,1,2.9835,bicycle,bicycle,1111_eid_hum_4_bicycle_40_n03792782_14216.png,7.0,1,4
6,2,1.2836,car,car,1111_eid_hum_0_car_40_n02814533_82925.png,7.0,1,0
6,3,0.9337,cat,cat,1111_eid_hum_4_cat_40_n02123045_9341.png,7.0,1,4
6,4,1.2168,truck,truck,1111_eid_hum_8_truck_40_n03417042_14000.png,7.0,1,8
6,5,4.0164,cat,bottle,1111_eid_hum_16_bottle_40_n04560804_9813.png,7.0,1,16
6,6,0.8671,cat,cat,1111_eid_hum_8_cat_40_n02124075_3533.png,7.0,1,8
6,7,1.3668,airplane,truck,1111_eid_hum_8_truck_40_n03417042_10300.png,7.0,1,8
6,8,2.3167,bottle,boat,1111_eid_hum_16_boat_40_n03344393_7433.png,7.0,1,16
6,9,2.0502,keyboard,keyboard,1111_eid_hum_0_keyboard_40_n04505470_2570.png,7.0,1,0
6,10,1.1001,bird,bird,1111_eid_hum_4_bird_40_n01537544_2772.png,7.0,1,4
6,11,3.4833,airplane,airplane,1111_eid_hum_16_airplane_40_n02690373_1161.png,7.0,1,16
6,12,1.4001,bicycle,bicycle,1111_eid_hum_8_bicycle_40_n02835271_15038.png,7.0,1,8
6,13,1.4005,car,truck,1111_eid_hum_8_truck_40_n03417042_12486.png,7.0,1,8
6,14,2.0501,bottle,knife,1111_eid_hum_4_knife_40_n03041632_48071.png,7.0,1,4
6,15,2.1,boat,keyboard,1111_eid_hum_16_keyboard_40_n03085013_19436.png,7.0,1,16
6,16,4.6833,bear,oven,1111_eid_hum_4_oven_40_n04111531_1054.png,7.0,1,4
6,17,1.3437,boat,airplane,1111_eid_hum_16_airplane_40_n02690373_6853.png,7.0,1,16
6,18,2.4669,airplane,airplane,1111_eid_hum_0_airplane_40_n02690373_6231.png,7.0,1,0
6,19,1.6336,bear,bear,1111_eid_hum_0_bear_40_n02134084_19407.png,7.0,1,0
6,20,2.2336,bicycle,bicycle,1111_eid_hum_0_bicycle_40_n03792782_1030.png,7.0,1,0
6,21,0.5337,bird,bird,1111_eid_hum_0_bird_40_n01818515_7890.png,7.0,2,0
6,22,1.45,knife,knife,1111_eid_hum_4_knife_40_n03041632_11475.png,7.0,2,4
6,23,1.8668,oven,cat,1111_eid_hum_0_cat_40_n02123045_964.png,7.0,2,0
6,24,0.8506,truck,truck,1111_eid_hum_8_truck_40_n03796401_4495.png,7.0,2,8
6,25,1.3003,knife,clock,1111_eid_hum_16_clock_40_n03196217_585.png,7.0,2,16
6,26,0.6669,cat,cat,1111_eid_hum_16_cat_40_n02124075_20957.png,7.0,2,16
